,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120
HYOU1,104.9615434,105.671831,104.9705013,103.2519955,104.7057659,106.96234,103.9089539,105.2749171,102.0415924,107.2737802,105.1560639,104.5513479,103.3644831,104.9847802,107.530168,105.4030002,106.199045,107.3085623,106.2821137,106.6816964,105.5883822,104.8088402,103.873591,105.5141187,106.6883647,105.4570041,105.8785273,105.335016,105.6912401,104.9228159,104.4279118,106.8268347,107.5131529,106.1388229,106.7946506,106.9737051,105.2653343,106.6990673,105.7094825,104.916625,107.9201915,106.0027017,107.4443389,103.7806157,106.6228965,107.6632739,105.4303326,106.7197887,107.1509649,107.6043134,107.0774604,104.8618842,105.0960915,106.3597441,105.4372397,106.9702322,104.7403365,105.7007855,104.0305955,107.7973542,106.3134812,106.0545021,104.907629,105.928672,107.5531685,106.1862778,106.3383978,105.5057902,103.9199416,105.0818639,105.6546176,106.3864757,106.0647896,105.8019603,105.6168478,104.8482034,106.0119431,104.7723568,104.9869715,106.0934699,104.8889885,104.0956771,105.5613239,105.7262141,104.6524097,105.375823,106.6776405,105.521507,104.0683419,105.2719793,105.8484016,106.3576691,105.5884304,104.8419043,106.7206897,105.8770491,106.1056388,104.9159839,106.3317303,104.2301421,106.2419026,105.3457936,104.5387818,105.4327554,105.7729893,105.6507151,107.4546725,105.7343575,104.1864344,106.9396996,105.7243701,106.3012167,107.1115433,105.0341377,107.1202814,107.1138921,105.4225885,104.5947326,104.9665251,105.7699571
KIAA0556,114.0818323,116.6055052,113.8382155,113.7240083,117.1154209,112.3749419,115.4387885,116.8658429,115.1625418,112.7581865,116.6173759,115.0114431,115.0345244,115.9015388,115.3904856,116.2010121,115.2219208,114.7301355,114.8541335,114.8965935,115.2132834,114.8111384,115.8048003,113.8976132,115.3824302,114.9391818,116.2268855,114.3031438,113.4646486,116.2286709,113.2394931,116.583272,115.6493464,115.2455395,115.8984636,112.6493328,115.4929095,115.1968458,116.7218506,114.3576366,115.4108194,114.9808267,115.0147256,114.3613736,116.6834504,116.5026334,115.1582972,115.6969111,116.2599835,116.1028947,115.1672422,115.7994877,113.2880361,115.0597982,114.5189097,117.1183794,113.825741,117.120143,114.0970821,116.7565197,116.0389715,116.6778823,115.0866074,114.4542144,114.4323978,115.3727246,115.0523665,115.8904579,113.778766,115.9570544,115.0332904,113.9436869,115.8765329,113.7571471,115.6071004,117.1183873,115.2935562,113.5199843,115.9717958,115.2924564,115.1596768,118.3680716,113.5757925,114.6891736,115.4348828,114.6315732,116.765932,114.5685232,113.6160582,114.1497308,115.8118363,113.4140413,115.9105634,116.1950089,116.743725,113.6482171,114.4517731,114.8851354,116.3388686,113.8903142,114.2626632,115.4075623,117.0527347,116.2216069,115.0773934,115.0688272,116.1787313,114.4864997,114.0910823,114.4549683,115.2687082,114.3350063,114.9504458,114.7088037,114.4914525,115.6572448,114.8043738,113.4212367,116.2197219,114.1897567
ATG2B,98.89268585,96.44090966,97.46132633,99.79295855,98.16047883,98.3233974,98.38853483,98.34307062,99.13412592,97.13414747,98.28195738,97.53993016,98.12722664,97.99863015,99.88734231,98.80857375,98.32592475,97.94631886,98.45829703,98.2927758,98.32383493,97.6685487,96.89949362,99.15630205,96.79748026,97.15126787,98.33391607,99.20641141,99.07939129,97.8819368,98.40756391,96.58327929,98.15941817,101.4404577,98.95784988,99.34181255,98.66098929,97.41581761,99.769748,99.32433314,97.50798153,98.86290849,95.7169801,97.30499739,95.92710963,98.74095738,98.39867108,98.30661592,98.25782531,98.00336854,99.68889461,98.04491659,98.81516276,98.32425451,100.0249176,98.26114038,96.94790217,98.12742488,97.30277898,98.81827317,99.64548182,96.50893995,98.69306751,98.90369984,98.35494503,97.81696208,97.93018637,98.09955144,98.15729556,99.27990068,97.57573638,96.70072063,97.53240876,97.61145521,98.02434337,97.68764592,99.23026318,98.75287179,98.56836102,97.59049387,99.40677491,97.34197932,97.72931027,100.5746223,96.83677659,97.17239874,96.83924708,98.52414392,98.49513139,99.51130818,97.70293386,97.46266949,97.66894633,98.99211712,98.05071021,97.29592189,98.69622629,99.89359076,96.83756574,96.89603318,97.07567009,98.181102,98.96082162,98.81496338,98.41233229,97.52800737,99.21500055,98.49066613,97.87785998,98.79169167,97.34061292,97.47469645,98.9314007,99.04634922,97.72992064,97.92873513,100.0540129,96.64675912,98.68949143,98.04450077
KLHL3,101.8438824,101.8112548,100.1513774,102.2743149,100.5627138,101.291826,102.5246785,100.1935865,100.487137,103.1039172,99.95307411,100.6842439,102.6190802,101.2246855,100.732226,101.0407044,101.8479958,102.0107379,103.5643629,100.9922511,101.0647277,101.7695771,101.0717151,101.9632773,100.5031525,100.2012911,101.3342418,101.5462693,101.3862398,103.5776865,102.0259268,102.2769101,101.9288925,101.8298846,100.9238133,99.806629,100.7559548,102.8858441,99.70631252,102.2495658,101.4086008,102.8084396,101.0372645,102.8236019,101.179209,101.1199125,102.7679205,100.2208326,100.9717468,101.2574882,101.5567024,101.5030849,101.2677561,103.1338183,102.4159532,100.4421445,101.9078794,100.4459836,99.79977689,102.3605054,100.067888,101.5442481,102.5628298,100.5215795,102.3848704,99.87572051,102.4533371,102.286351,99.84149244,101.410909,100.5361241,100.7564073,100.5535943,102.4222452,102.3519765,102.6607894,101.7081529,101.3218154,104.0667502,103.2168386,100.4057492,101.7398187,100.5221937,101.2772944,101.459016,101.409636,100.7813887,102.1872192,100.9705029,102.4721841,102.087576,100.74642,101.4128509,101.2972804,103.4757522,101.7681421,101.7690944,102.7069267,102.830034,102.7111955,100.576335,102.9053578,101.2016645,101.393078,102.5041559,100.0050829,101.5322729,101.579423,101.1855225,102.0609415,101.8932694,103.4235605,101.172909,102.4141719,101.290327,104.2398659,100.9290107,101.1993348,101.6354774,103.184303
CDHR3,107.2595629,107.1339261,108.2469371,105.2935741,107.0070863,107.4786863,106.201327,108.5141799,108.0202648,106.7055981,106.5420571,107.0304923,107.0974206,106.9978838,107.6831131,106.4620237,107.9435812,107.8336123,108.8489618,107.0589531,107.6176919,106.7774655,107.3460216,107.3248729,107.2917694,105.526301,108.088418,107.6068154,108.612164,107.7546063,107.8498685,106.3199985,107.2854808,108.4521829,106.9649733,109.1422837,106.3238613,108.5633471,106.0174146,107.011356,109.0939524,107.7075113,106.5542614,105.8405817,106.8438559,106.2011097,107.1899207,107.7940866,107.4169001,107.8617956,108.1819921,108.511517,107.4924234,106.7440208,106.0391234,107.1915409,108.2804625,108.122091,106.2398574,108.5591837,106.9428972,106.8830333,105.3118462,106.0713532,105.3253105,107.4596411,107.4895743,103.947634,108.5555527,108.4670818,105.8299745,107.9472142,105.4425508,106.6072224,109.4162258,105.8152434,108.1908438,105.6673471,105.4231222,107.9594196,106.8001977,106.7362583,109.3393033,107.3987601,107.5917105,105.4866393,106.7308751,107.3502185,106.6212852,107.3683106,108.4805442,105.2702645,107.1266345,109.2008565,106.5254171,107.3020264,106.5078555,108.3609632,108.1692234,107.5278119,107.4962905,106.6601446,107.3559757,108.1025477,106.8213274,107.2674321,106.8538883,105.3260542,108.3711572,108.1812338,108.3006352,105.6826893,105.7570182,104.6463772,106.3894018,105.4038434,107.0604002,108.7288676,106.1409719,105.2721363
CASP2,112.2690248,113.3699403,112.9654412,111.3776015,110.513185,109.1365082,112.0470915,110.9659475,111.9974147,110.1639568,110.8420157,108.8206826,113.6800982,113.1160951,111.3442253,111.8940017,112.6015408,110.6404427,112.0846939,110.235366,111.7994003,113.0719792,111.2687238,113.8739088,111.473458,111.4674268,113.4999753,110.4681501,110.3974803,111.633656,109.4477617,110.7545886,109.1114462,111.4356784,111.7416085,109.3396065,110.5311531,111.8135333,111.907485,110.4316209,111.850076,112.0659435,112.4982196,113.9086748,109.7695135,112.2698322,113.2160298,110.7704882,110.9122227,110.7048744,109.9913239,112.6732284,110.8606373,111.4744267,110.9663344,109.4414953,110.9048147,111.4932882,111.3960707,109.1849957,112.084578,111.5120294,112.4630537,109.89034,110.3967855,114.090149,111.3892456,112.5599219,111.6845946,111.0724056,112.8916983,110.0292364,112.2522826,112.8539695,111.9170299,110.8720431,111.621227,110.7777843,110.4998786,111.9861428,111.7817004,110.2105563,112.0722151,112.0889958,111.909016,110.9209852,111.3281176,111.357799,109.4537663,109.3941485,110.9684087,113.3078125,111.4649788,109.824662,110.7417105,112.5318619,111.9280796,113.2841011,110.020424,111.5859601,112.7264632,112.7238227,111.5165342,112.4096647,112.157598,110.7608976,111.9543769,110.3977444,111.2666053,111.7223721,111.6240295,111.2207688,114.7556787,109.5162973,112.096935,111.4997002,112.4391193,110.9290638,112.7245065,110.4873299
KRT6B,89.29320957,89.62573251,87.40756854,89.49436009,90.52943054,89.10461944,90.76711846,89.33570555,88.74709509,89.72417676,89.30295601,90.64301543,88.80143987,89.18788187,89.61163412,90.00666999,88.60462682,89.43318157,88.94645999,89.96850817,90.81023956,89.47463093,90.78813083,88.37626575,90.04278213,91.23741624,90.6720602,88.99366561,89.305505,89.99626578,88.34876939,89.10970377,89.48826596,90.39518409,90.69773081,89.59574811,88.64021311,90.24897894,90.36619392,90.62572457,89.68591358,91.24603332,89.50025945,89.94398533,90.59445497,87.94226735,89.16835246,89.30957554,87.88761771,90.06917608,89.62421869,88.69110421,88.73095346,91.15989749,89.20771132,89.0166017,89.90053764,87.99031221,89.25855624,88.27250388,89.22097205,90.15835311,89.40095946,89.92445961,88.24415407,89.11372203,88.75318016,88.37029612,89.94836379,90.0434684,89.63990896,90.10004301,90.28093404,89.35948631,90.61081932,88.91009585,89.8784987,89.28613323,90.69753162,87.91416514,90.20147133,90.59852433,89.89875122,87.86622221,89.50635214,89.44146728,89.05436071,88.28776218,88.39840856,88.74548896,90.14196395,89.79558997,89.47512774,90.07159564,89.78905073,90.08918134,88.67259433,89.74327777,89.51196799,89.97896917,89.33324496,86.9598834,88.53600244,89.12472413,87.46944762,89.98047401,90.9819373,89.73426654,89.83504573,89.75136963,89.25057919,89.42846265,89.15383449,88.87045729,87.54189662,88.90590211,89.19732954,89.97502076,90.07371473,89.60464379
CCL22,94.83811179,96.18606024,95.43214148,95.4913727,96.26371633,95.17177424,95.44754294,96.19281296,95.72757844,93.37434384,96.76855917,95.31567353,95.84849617,96.20855889,96.20043328,93.7121071,94.11696711,96.07199713,95.75796671,96.02336141,94.57302891,94.61467465,95.5465471,96.21034606,95.26174896,94.24841091,94.83559783,96.21816157,94.06102543,94.02914559,94.67806388,95.6410433,94.83071629,94.50752693,96.49851585,98.66155766,95.62338283,94.84407396,94.5668862,94.11335036,96.18175627,94.36214581,93.95676344,95.01605746,95.57692276,95.2806896,96.45773495,96.30713018,94.00087068,97.47736949,94.86942117,94.87882706,95.75095808,95.16283267,97.11411277,95.65604614,96.2677754,94.83790691,94.7614905,94.57670089,96.32445862,95.75597238,94.2071797,95.53280591,93.95538486,94.78131651,96.33675241,95.26162733,94.38050318,95.480409,95.01229523,94.31186462,93.81845643,95.40137688,95.73171616,96.33647673,95.05728487,95.24925555,94.76451005,94.94123323,94.09895856,96.45027568,94.7870366,93.68402723,95.51130583,94.28750419,94.17238811,93.89072445,94.6653278,94.99523585,97.31736532,95.43461909,95.77300195,95.99714497,94.36805322,95.03476354,95.44419989,94.12600537,95.64939444,95.9089582,93.6218512,97.10142697,95.64817672,96.14221608,95.01512548,92.89164594,95.18742374,93.23236246,94.77005789,94.61046493,94.37894071,95.04675144,93.88880552,94.44949935,95.83138512,97.78563109,95.92138877,95.41649639,97.968049,95.17592281
EVPLL,105.3962693,106.8318042,107.8558362,107.2645008,106.3016022,109.4940223,108.120113,106.6344975,108.0853164,106.9438858,108.0224267,109.7266857,108.8408399,108.2501123,110.0853769,107.2108311,108.8673324,108.5299711,108.5641119,109.2568396,107.5866354,106.7103152,107.7346144,108.2005787,107.7475517,108.6354839,109.1632666,108.1884115,107.5130616,110.0252895,107.8263576,107.4932588,108.5614734,109.2928262,108.6655138,105.5235707,107.3278811,106.8335554,109.2273271,108.1775992,107.3641799,106.6308961,106.6777646,108.7905932,106.7060664,107.476954,106.717123,109.5564526,106.0012905,109.3493419,107.8335888,109.0596327,106.6681743,108.4865992,108.1621122,110.5603799,107.9607641,108.1764367,108.5246563,109.1563006,108.6507904,107.0300557,107.6903239,108.547282,105.9317775,107.1494911,106.4158861,108.9837191,108.0484485,108.1898943,107.8725526,109.4980967,109.7559666,109.0156565,107.0544179,109.1804247,106.9650664,108.3434203,110.1647655,107.6062926,108.8617717,105.5046767,110.1582014,107.2001057,108.6277368,108.7788082,106.9967972,109.0503779,107.0764069,106.6484997,106.5952268,105.4387843,105.8671571,107.9205931,109.7651658,108.067559,108.0712046,109.126231,107.23056,108.1112126,106.7460882,107.6737207,109.2471891,108.4552905,108.7633087,107.7470368,108.320507,109.3870006,107.0054542,106.4054972,108.4424168,109.0389965,108.3729605,107.3540965,108.3974717,107.7737988,107.1820735,109.4578583,107.2403617,109.6367072
MEGF9,104.0035083,106.1721109,107.037197,103.7133383,106.6875311,105.134886,106.1395212,105.2629437,105.1684392,107.2368813,105.0333682,106.1388007,104.4165806,105.2967037,106.2739088,104.1435086,105.1608422,105.5630773,106.0843647,104.9625928,105.2689155,106.9364859,104.9105136,104.5646013,106.2652071,106.415537,105.5924183,105.9286,104.9659183,106.4111492,105.0498542,104.7786801,106.6480909,105.9899998,104.6170549,105.0381493,103.7816307,103.1236117,107.9972575,105.1032769,105.3610463,103.8787791,104.9484374,106.3610981,105.0033207,105.9159073,106.1152326,107.669468,103.807372,106.1247106,106.4605838,105.0021968,105.8221704,105.4885195,106.3588163,106.4353981,106.6919806,105.9662033,104.3615922,105.0365433,106.6015701,105.407558,105.4080972,106.3622134,106.7930895,103.7492134,105.9801448,106.871738,106.025169,105.2651116,106.782808,105.038765,106.3442476,106.9301694,106.1445114,107.2696383,105.3000409,105.4869979,104.9795741,105.7695528,106.4623953,104.6958544,106.4501632,104.824113,105.0984833,103.636722,104.1999212,106.7133611,106.1911253,105.4274847,106.0937539,106.1651394,104.1360397,105.5858589,106.5307209,104.669257,106.8879882,104.7533922,105.2329465,104.638963,106.9324896,105.1735722,104.2517316,107.4204569,106.1845012,104.5149327,105.3324742,103.7300045,107.8874082,104.3357893,106.0837948,105.4962524,106.2449014,105.8871754,104.5243325,107.7261727,106.8807878,105.1887601,106.2583937,106.3491361
C11orf67,94.33321045,95.10567013,95.29117767,94.24966426,94.4716281,94.42161413,94.3545665,93.08798572,92.60312261,94.95303371,93.41346435,94.60433407,93.41089444,93.7724458,93.97519509,94.41115322,94.34383547,94.01522455,94.02719825,92.74876368,92.8965729,93.96240565,94.02368589,93.68663179,93.29629095,95.65902318,94.0072943,93.3873104,94.63671513,93.89184322,94.30527353,95.16085424,95.13476198,95.47079679,96.47993515,94.14248978,95.55833934,94.05946682,94.69531174,94.14138086,93.75285616,94.68448734,94.29599441,95.20306059,94.67495145,93.9156304,94.26751353,96.47524058,95.45800386,94.17764798,93.49402966,94.86030144,94.26356361,92.61333254,94.65930572,93.20823425,95.21892695,93.502367,92.85204123,94.85591518,93.95197743,93.62723725,93.09731489,95.92368326,93.62757005,93.75160939,95.6300884,95.58394554,93.41484063,93.84536486,94.42450239,94.28630718,93.57781836,94.4487134,93.54887809,93.7972412,95.6834288,94.8605891,93.89197353,95.03652471,94.87542837,96.30963406,94.96814652,93.45231169,96.07514309,93.33980268,94.90119467,94.14755635,94.11091768,95.59146273,94.46091782,93.60854852,93.16803556,94.86400341,94.21003563,94.19009163,93.74494141,94.10127592,94.49034406,93.92833901,94.89092345,94.48494646,96.07199383,93.35171471,94.83088317,94.000506,91.97952763,94.57311056,94.59789119,94.92955507,95.13762012,92.46050644,94.24245113,93.94151473,93.5735395,93.56660235,95.21800212,94.13750825,92.74769691,94.18735781
ACHE,98.13237414,99.02515134,99.47623949,97.72151938,97.1079038,98.74137956,97.36685497,100.5301343,98.04478012,99.0390073,98.3659337,98.4485655,97.99826375,98.91619922,99.1167183,98.86876819,97.9262602,98.71291752,96.93333857,98.38554647,97.17166623,98.74511945,97.96995155,98.02803363,100.5619024,97.35034026,99.76306224,98.13029249,97.68850535,99.10305649,99.27617716,97.17972708,99.09349156,96.78426647,98.75256228,99.50422274,98.04058635,97.76596938,98.5676997,97.0766123,98.48273166,98.38375457,98.30751214,97.14884271,97.98184734,97.90568532,99.69136969,99.10931206,96.37962482,98.55719497,98.08155089,99.33793651,98.42632436,97.66095007,97.35354853,98.23868792,98.34959631,98.1622852,97.97793281,97.68246172,96.9813981,99.91984207,99.50570167,98.27400965,97.32357135,98.5426104,97.86388091,99.04182833,98.18685963,96.76569216,97.97591386,99.95004279,96.62292878,97.72745324,97.66012328,99.132307,98.44752969,97.09127271,98.36849246,98.59461997,98.68357353,98.71095741,98.62721365,97.57589228,97.94307801,99.77629737,99.0275838,96.94347407,98.88544745,99.0429826,99.68808733,98.23141441,98.38978525,97.75581049,99.82438592,99.27286627,99.72321271,99.03692548,97.57339619,98.78777652,98.95518466,97.92907412,100.018373,99.02234906,99.14129356,100.0781685,98.87904097,99.830149,97.69735006,99.08507622,98.24757918,97.19972759,96.54003322,99.20948647,98.01319879,98.69536483,99.20452527,98.85544392,99.14828203,99.63787027
ERVMER34-1,106.1716238,106.8273148,106.719605,106.0680204,104.2680012,105.3852949,104.7358098,103.787537,101.4241856,105.085887,107.3454898,104.6178659,103.5694392,106.2772535,104.0857781,105.1546048,105.8237378,105.3688884,103.5003308,103.274775,104.800366,106.0388728,102.800417,104.6243287,104.0765075,105.5209896,105.506884,106.1320548,106.7922348,106.8745053,104.855954,104.8360252,103.2409736,104.4644145,105.3584975,105.4794116,104.5478947,104.5781877,104.7511221,104.1120258,104.0279609,103.5969031,103.1643079,102.1321698,103.8119682,104.4019626,105.2995149,106.0349521,102.7681602,103.7081779,103.5934078,105.2869698,105.5306045,104.2164484,104.9738759,105.4586255,105.5160978,104.3499503,104.5681477,105.6117199,104.9648372,104.5959728,104.0807447,104.4037888,103.7863744,103.9195965,104.3137434,104.3835233,105.0894346,104.0596651,105.9625641,103.745202,103.7281421,103.999352,105.9873402,104.4871299,104.4445066,104.6517555,105.9598078,104.8610312,103.4842442,104.9628803,103.8888917,105.5845497,103.9146443,103.1906173,106.3431852,105.5920451,103.8201414,103.5146935,105.7573565,105.883781,104.5952356,103.1944926,104.2529725,103.9326282,104.5369374,105.3254085,104.4338926,105.1220068,104.4793526,105.3250108,104.6242864,103.9429664,104.0831125,105.0494524,102.7743177,103.4049557,104.9712308,104.8628434,104.1256627,105.0294155,104.7121927,106.5261396,103.5771697,105.94448,106.5073281,104.5694103,104.6453549,103.2929815
ALOX15B,101.1934761,99.47399163,101.8906383,101.3376733,101.5778181,101.6671262,99.21704338,101.421479,101.1881286,102.0868112,99.16667357,99.0552801,101.6000681,100.8904747,100.7805914,100.3656524,99.82545692,100.330329,101.0615292,101.5797875,100.0566001,101.4249541,101.6289031,100.0707419,100.790059,101.1574313,101.3048393,101.435088,100.7743926,100.1297084,100.731085,98.28037679,99.90629002,100.8822287,101.0960578,102.0811151,101.0532026,102.1185,100.3753312,102.6204885,102.1493121,102.981365,102.0116407,102.652692,99.81491588,101.3116421,100.5380326,101.3784709,100.3984453,101.241925,102.0587934,99.93011006,101.4567061,102.6852123,102.0903332,100.4904405,99.26046968,101.4028034,101.3744755,102.2067385,99.85740241,100.4551469,101.0806832,100.2761318,100.5667265,100.8861268,101.6732601,101.1853917,99.52390929,100.4379715,100.7518999,104.5204569,99.84206198,100.734224,102.1190047,102.3931916,100.5507828,99.74811251,102.4265766,100.8015135,99.5131755,99.79974063,102.2260393,102.6513675,100.8143425,101.9446671,101.8665721,99.9259688,101.221144,102.2382308,100.7440586,102.120557,102.0925721,102.9421317,100.3255592,103.3924333,102.7865048,100.849616,100.4913895,100.1067856,99.65445764,99.73311053,101.0424801,101.8145889,98.98903305,101.3152901,100.1388333,101.5629887,100.3058675,103.6886223,102.6737085,103.2047078,101.840373,100.3940977,100.8503041,100.6142968,101.5887909,103.3047632,100.4001416,101.1197308
